customer_id,first_name,last_name,email,city,region,signup_date
DE-CUST-00000,Rudolph,Boucsein,rudolph.boucsein497@example.com,Stadtroda,DE,06/03/2023 00:00
DE-CUST-00001,Yvette,Wirth,yvette.wirth994@example.com,Altentreptow,DE,12-Jun-2025
DE-CUST-00002,Marika,Staude,marika.staude870@example.com,Gießen,DE,10.11.2025
DE-CUST-00003,Hans-Günter,Riehl,hans-günter.riehl503@example.com,Lüdinghausen,DE,18.02.2025
DE-CUST-00004,Gabriela,Wulf,gabriela.wulf881@example.com,Säckingen,DE,05/27/2025 00:00
DE-CUST-00005,Alexandra,Knappe,alexandra.knappe620@example.com,Günzburg,DE,05/27/2023 00:00
DE-CUST-00006,Apollonia,Kitzmann,apollonia.kitzmann568@example.com,Gera,DE,2023-06-13 00:00:00
DE-CUST-00007,Ella,Pruschke,ella.pruschke941@example.com,Schongau,DE,19.10.2025
DE-CUST-00008,Peer,Jopich,peer.jopich630@example.com,Konstanz,DE,16-Aug-2023
DE-CUST-00009,Adalbert,Jopich,adalbert.jopich126@example.com,Bruchsal,DE,08/09/2024 00:00
DE-CUST-00010,Natalija,Stiebitz,natalija.stiebitz256@example.com,Hainichen,DE,2023-11-07 00:00:00
DE-CUST-00011,Christa,Holsten,christa.holsten357@example.com,Bad Liebenwerda,DE,2024-08-04 00:00:00
DE-CUST-00012,Alf,Ritter,alf.ritter78@example.com,Schweinfurt,DE,2024-05-01 00:00:00
DE-CUST-00013,Rotraud,Wohlgemut,rotraud.wohlgemut943@example.com,Havelberg,DE,11/18/2024 00:00
DE-CUST-00014,Sybilla,Schäfer,sybilla.schäfer340@example.com,Neu-Ulm,DE,16-Apr-2023
DE-CUST-00015,Heidelore,Meyer,heidelore.meyer612@example.com,Döbeln,DE,06/06/2025 00:00
DE-CUST-00016,Guenter,Weitzel,guenter.weitzel398@example.com,Jena,DE,17-May-2023
DE-CUST-00017,Jonathan,Ortmann,jonathan.ortmann562@example.com,Suhl,DE,02.06.2024
DE-CUST-00018,Slawomir,Gieß,slawomir.gieß346@example.com,Dieburg,DE,09.12.2023
DE-CUST-00019,Hans-Otto,Hübel,hans-otto.hübel180@example.com,Augsburg,DE,14.10.2025
DE-CUST-00020,René,Kambs,rené.kambs915@example.com,Ebersberg,DE,2023-06-03 00:00:00
DE-CUST-00021,Vladimir,Boucsein,vladimir.boucsein143@example.com,Kemnath,DE,14.01.2025
DE-CUST-00022,Galina,Jäntsch,galina.jäntsch499@example.com,Brandenburg,DE,14-May-2023
DE-CUST-00023,Eberhard,Kruschwitz,eberhard.kruschwitz598@example.com,Mayen,DE,19.07.2024
DE-CUST-00024,Alfonso,Matthäi,alfonso.matthäi437@example.com,Ueckermünde,DE,10.03.2025
DE-CUST-00025,Gottlieb,Jopich,gottlieb.jopich519@example.com,Lobenstein,DE,2024-03-28 00:00:00
DE-CUST-00026,Paul-Gerhard,Albers,paul-gerhard.albers32@example.com,Vilsbiburg,DE,2025-01-26 00:00:00
DE-CUST-00027,Fridolin,Schmiedecke,fridolin.schmiedecke606@example.com,Grevenbroich,DE,28-Nov-2024
DE-CUST-00028,Mirella,Ehlert,mirella.ehlert463@example.com,Nauen,DE,13-Dec-2024
DE-CUST-00029,Hanife,Hande,hanife.hande214@example.com,Ingolstadt,DE,18.01.2025
DE-CUST-00030,Inna,Scheibe,inna.scheibe797@example.com,Soest,DE,30.10.2025
DE-CUST-00031,Aloisia,Gute,aloisia.gute908@example.com,Ebersberg,DE,10/26/2023 00:00
DE-CUST-00032,Mercedes,Schmidt,mercedes.schmidt460@example.com,Hildburghausen,DE,26-Jun-2023
DE-CUST-00033,Gloria,Pruschke,gloria.pruschke160@example.com,Warendorf,DE,09-Mar-2025
DE-CUST-00034,Edelbert,Gertz,edelbert.gertz137@example.com,Fulda,DE,10-Jan-2025
DE-CUST-00035,Rotraud,Wulf,rotraud.wulf376@example.com,Greifswald,DE,23.02.2023
DE-CUST-00036,Roland,Renner,roland.renner392@example.com,Backnang,DE,17-Jan-2023
DE-CUST-00037,Hanno,Klingelhöfer,hanno.klingelhöfer24@example.com,Quedlinburg,DE,2023-03-29 00:00:00
DE-CUST-00038,Kristian,Hövel,kristian.hövel302@example.com,Wolfenbüttel,DE,2024-07-16 00:00:00
DE-CUST-00039,Valentin,Kostolzin,valentin.kostolzin859@example.com,Mayen,DE,2024-03-31 00:00:00
DE-CUST-00040,Hertha,Heidrich,hertha.heidrich839@example.com,Schlüchtern,DE,13-Feb-2025
DE-CUST-00041,Saskia,Zimmer,saskia.zimmer882@example.com,Schwäbisch Hall,DE,04.01.2024
DE-CUST-00042,Nico,Löchel,nico.löchel42@example.com,Jena,DE,14-Nov-2025
DE-CUST-00043,Matthias,Gierschner,matthias.gierschner797@example.com,Riesa,DE,2023-07-30 00:00:00
DE-CUST-00044,Hans-Josef,Rosenow,hans-josef.rosenow4@example.com,Erkelenz,DE,23-Apr-2025
DE-CUST-00045,Franz,Wende,franz.wende555@example.com,Strasburg,DE,01.05.2023
DE-CUST-00046,Anatol,Mielcarek,anatol.mielcarek996@example.com,Siegen,DE,25-Jul-2023
DE-CUST-00047,Hartwig,Wesack,hartwig.wesack139@example.com,Eckernförde,DE,2023-10-16 00:00:00
DE-CUST-00048,Zdenka,Wilmsen,zdenka.wilmsen484@example.com,Wolfenbüttel,DE,04/14/2025 00:00
DE-CUST-00049,Ewa,Stadelmann,ewa.stadelmann197@example.com,Stollberg,DE,2025-10-24 00:00:00
DE-CUST-00050,Caterina,Lorch,caterina.lorch125@example.com,Schlüchtern,DE,12/20/2024 00:00
DE-CUST-00051,Nermin,Butte,nermin.butte144@example.com,Forchheim,DE,04/14/2024 00:00
DE-CUST-00052,Rosemarie,Krein,rosemarie.krein566@example.com,Bremervörde,DE,10/31/2023 00:00
DE-CUST-00053,Silvia,Kruschwitz,silvia.kruschwitz180@example.com,Eisenach,DE,14.11.2023
DE-CUST-00054,Friedhelm,Matthäi,friedhelm.matthäi14@example.com,Saulgau,DE,22-Jul-2024
DE-CUST-00055,Celal,Hecker,celal.hecker335@example.com,Torgau,DE,11/15/2023 00:00
DE-CUST-00056,Judith,Wesack,judith.wesack367@example.com,Groß-Gerau,DE,2024-08-31 00:00:00
DE-CUST-00057,Teresa,Roskoth,teresa.roskoth2@example.com,Hamburg,DE,2024-07-12 00:00:00
DE-CUST-00058,Miguel,Seip,miguel.seip40@example.com,Schwarzenberg,DE,02-Jul-2024
DE-CUST-00059,Karl-Wilhelm,Hofmann,karl-wilhelm.hofmann620@example.com,Herford,DE,08/26/2023 00:00
